name,address,account,description,interest
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions)
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions)
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions)
2016,Level 4,CC822,Machinery Manufacturing,Dollars
2016,Level 4,CC822,Machinery Manufacturing,Dollars
2016,Level 4,CC822,Machinery Manufacturing,Percentage
2016,Level 4,CC822,Machinery Manufacturing,Percentage
2016,Level 4,CC822,Machinery Manufacturing,Percentage
2016,Level 4,CC822,Machinery Manufacturing,Percentage
2016,Level 4,CC822,Machinery Manufacturing,Percentage
2016,Level 4,CC822,Machinery Manufacturing,Percentage
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions)
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions)
2016,Level 4,CC911,Furniture Manufacturing,Dollars
2016,Level 4,CC911,Furniture Manufacturing,Dollars
2016,Level 4,CC911,Furniture Manufacturing,Percentage
2016,Level 4,CC911,Furniture Manufacturing,Percentage
2016,Level 4,CC911,Furniture Manufacturing,Percentage
2016,Level 4,CC911,Furniture Manufacturing,Percentage
2016,Level 4,CC911,Furniture Manufacturing,Percentage
2016,Level 4,CC911,Furniture Manufacturing,Percentage
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars (millions)
2016,Level 4,CC912,Other Manufacturing,Dollars
2016,Level 4,CC912,Other Manufacturing,Dollars
2016,Level 4,CC912,Other Manufacturing,Percentage
2016,Level 4,CC912,Other Manufacturing,Percentage
2016,Level 4,CC912,Other Manufacturing,Percentage
2016,Level 4,CC912,Other Manufacturing,Percentage
2016,Level 4,CC912,Other Manufacturing,Percentage
2016,Level 4,CC912,Other Manufacturing,Percentage
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions)
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions)
2016,Level 3,DD11,Electricity and Gas Supply,Dollars
2016,Level 3,DD11,Electricity and Gas Supply,Dollars
2016,Level 3,DD11,Electricity and Gas Supply,Percentage
2016,Level 3,DD11,Electricity and Gas Supply,Percentage
2016,Level 3,DD11,Electricity and Gas Supply,Percentage
2016,Level 3,DD11,Electricity and Gas Supply,Percentage
2016,Level 3,DD11,Electricity and Gas Supply,Percentage
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions)
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars (millions)
2016,Level 1,EE,Construction,Dollars
2016,Level 1,EE,Construction,Dollars
2016,Level 1,EE,Construction,Percentage
2016,Level 1,EE,Construction,Percentage
2016,Level 1,EE,Construction,Percentage
2016,Level 1,EE,Construction,Percentage
2016,Level 1,EE,Construction,Percentage
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars (millions)
2016,Level 3,EE11,Building Construction,Dollars
2016,Level 3,EE11,Building Construction,Dollars
2016,Level 3,EE11,Building Construction,Percentage
2016,Level 3,EE11,Building Construction,Percentage
2016,Level 3,EE11,Building Construction,Percentage
2016,Level 3,EE11,Building Construction,Percentage
2016,Level 3,EE11,Building Construction,Percentage
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars (millions)
2016,Level 4,EE112,Residential Building Construction,Dollars
2016,Level 4,EE112,Residential Building Construction,Dollars
2016,Level 4,EE112,Residential Building Construction,Percentage
2016,Level 4,EE112,Residential Building Construction,Percentage
2016,Level 4,EE112,Residential Building Construction,Percentage
2016,Level 4,EE112,Residential Building Construction,Percentage
2016,Level 4,EE112,Residential Building Construction,Percentage
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions)
2016,Level 4,EE113,Non-Residential Building Construction,Dollars
2016,Level 4,EE113,Non-Residential Building Construction,Dollars
2016,Level 4,EE113,Non-Residential Building Construction,Percentage
2016,Level 4,EE113,Non-Residential Building Construction,Percentage
2016,Level 4,EE113,Non-Residential Building Construction,Percentage
2016,Level 4,EE113,Non-Residential Building Construction,Percentage
2016,Level 4,EE113,Non-Residential Building Construction,Percentage
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Percentage
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Percentage
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Percentage
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Percentage
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Percentage
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions)
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions)
