name,address,description,interest
Debit Card,0,"1,87,859.21","15,02,873.71"
RTGS,36.62,0,"15,02,910.33"
ATM,0,"5,00,970.11","10,01,940.22"
Miscellaneous,0,"2,50,485.06","7,51,455.16"
NEFT,"3,289.00",0,"7,54,744.16"
Commission,689.5,0,"7,55,433.66"
NEFT,"3,728.30",0,"7,59,161.96"
Miscellaneous,"1,611.89",0,"7,60,773.85"
ATM,53,0,"7,60,826.85"
RTGS,0,"76,082.69","6,84,744.16"
Cheque,"16,66,891.20",0,"23,51,635.36"
Cash,314.87,0,"23,51,950.23"
ATM,0,"4,70,390.05","18,81,560.18"
NEFT,0,"4,70,390.05","14,11,170.14"
Tax,0,"2,82,234.03","11,28,936.11"
Debit Card,"79,416.00",0,"12,08,352.11"
Interest,"1,835.20",0,"12,10,187.31"
Transfer,0,"1,34,465.26","10,75,722.05"
Cheque,3,0,"10,75,725.05"
NEFT,0,"1,53,675.01","9,22,050.04"
Tax,0,"1,53,675.01","7,68,375.03"
Interest,"21,761.00",0,"7,90,136.03"
Bill,"3,273.00",0,"7,93,409.03"
Cash,0,"1,98,352.26","5,95,056.77"
Cheque,0,"66,117.42","5,28,939.35"
Interest,0,"1,32,234.84","3,96,704.51"
NEFT,"20,32,663.20",0,"24,29,367.71"
Bill,"3,099.50",0,"24,32,467.21"
Purchase,6.95,0,"24,32,474.16"
Bill,0,"2,43,247.42","21,89,226.74"
Bill,0,"3,12,746.68","18,76,480.06"
IMPS,0,"2,08,497.78","16,67,982.28"
Interest,4.1,0,"16,67,986.38"
Commission,0,"16,67,986.38",0
Miscellaneous,7,0,7
Interest,0,1,6
Miscellaneous,4.26,0,10.26
RTGS,0,2.05,8.21
Commission,0,0.82,7.39
Cheque,0,7.39,0
Cash,0.8,0,0.8
RTGS,0,0.13,0.67
Tax,"19,467.55",0,"19,468.22"
IMPS,0,"3,893.64","15,574.58"
ATM,50,0,"15,624.58"
IMPS,0,"3,906.15","11,718.44"
NEFT,"3,366.57",0,"15,085.01"
Interest,"14,97,752.00",0,"15,12,837.01"
ATM,0,"2,52,139.50","12,60,697.51"
IMPS,"20,27,738.00",0,"32,88,435.51"
NEFT,"29,032.14",0,"33,17,467.65"
Debit Card,0,"4,14,683.46","29,02,784.19"
Transfer,"17,55,190.80",0,"46,57,974.99"
IMPS,0,"11,64,493.75","34,93,481.24"
Purchase,0,"5,82,246.87","29,11,234.37"
Commission,0,"3,63,904.30","25,47,330.07"
NEFT,680,0,"25,48,010.07"
Cheque,0,"5,09,602.01","20,38,408.06"
Reversal,"2,00,053.90",0,"22,38,461.96"
Cash,0,"22,38,461.96",0
NEFT,24.47,0,24.47
Reversal,114.4,0,138.87
IMPS,"29,217.80",0,"29,356.67"
Cheque,"68,288.00",0,"97,644.67"
ATM,2.25,0,"97,646.92"
Commission,0,"16,274.49","81,372.43"
Commission,"15,967.33",0,"97,339.76"
Cash,0,"48,669.88","48,669.88"
Cheque,0,"9,733.98","38,935.90"
Bill,0,"19,467.95","19,467.95"
RTGS,5.2,0,"19,473.15"
RTGS,"15,47,642.00",0,"15,67,115.15"
Interest,0,"2,23,873.59","13,43,241.56"
Commission,"19,73,659.50",0,"33,16,901.06"
Purchase,"18,681.93",0,"33,35,582.99"
Commission,0,"16,67,791.50","16,67,791.50"
Reversal,251.8,0,"16,68,043.30"
RTGS,0,"3,33,608.66","13,34,434.64"
NEFT,64,0,"13,34,498.64"
ATM,0,"1,48,277.63","11,86,221.01"
Miscellaneous,0,"5,93,110.51","5,93,110.50"
Bill,0,"84,730.07","5,08,380.43"
Miscellaneous,396,0,"5,08,776.43"
IMPS,148.18,0,"5,08,924.61"
ATM,5,0,"5,08,929.61"
Tax,0,"56,547.73","4,52,381.88"
Debit Card,"81,924.50",0,"5,34,306.38"
Reversal,0,"1,06,861.28","4,27,445.10"
Transfer,424.3,0,"4,27,869.40"
Cheque,"16,73,544.00",0,"21,01,413.40"
Debit Card,"2,28,167.00",0,"23,29,580.40"
ATM,"3,23,217.00",0,"26,52,797.40"
Cheque,364,0,"26,53,161.40"
Bill,"4,024.63",0,"26,57,186.03"
Interest,1.87,0,"26,57,187.90"
Cheque,0,"3,32,148.49","23,25,039.41"
Cash,0,"2,58,337.71","20,66,701.70"
Debit Card,0,"2,06,670.17","18,60,031.53"
RTGS,"3,432.71",0,"18,63,464.24"
Interest,"2,120.00",0,"18,65,584.24"
Purchase,0,"2,07,287.14","16,58,297.10"
Miscellaneous,"28,419.06",0,"16,86,716.16"
Debit Card,332,0,"16,87,048.16"
Reversal,0,"8,43,524.08","8,43,524.08"
Transfer,0,"4,21,762.04","4,21,762.04"
ATM,"29,115.80",0,"4,50,877.84"
Cash,0,"90,175.57","3,60,702.27"
Bill,"1,732.70",0,"3,62,434.97"
Transfer,2,0,"3,62,436.97"
Purchase,"1,42,766.00",0,"5,05,202.97"
Cash,44.4,0,"5,05,247.37"
Cash,0,"1,26,311.84","3,78,935.53"
Interest,"2,49,718.50",0,"6,28,654.03"
Tax,0,"1,04,775.67","5,23,878.36"
Reversal,6.2,0,"5,23,884.56"
Purchase,"42,774.00",0,"5,66,658.56"
Cheque,"1,82,540.84",0,"7,49,199.40"
Tax,0,"83,244.38","6,65,955.02"
Transfer,0,"83,244.38","5,82,710.64"
NEFT,0,"1,94,236.88","3,88,473.76"
Reversal,0,"77,694.75","3,10,779.01"
RTGS,0,"3,10,779.01",0
Reversal,"1,98,235.91",0,"1,98,235.91"
Interest,0,"66,078.64","1,32,157.27"
Tax,"2,22,069.60",0,"3,54,226.87"
Tax,82,0,"3,54,308.87"
Interest,0,"70,861.77","2,83,447.10"
Debit Card,4.6,0,"2,83,451.70"
Transfer,0,"2,83,451.70",0
Bill,14,0,14
Interest,0,2,12
RTGS,"18,666.50",0,"18,678.50"
Transfer,422,0,"19,100.50"
ATM,"42,096.00",0,"61,196.50"
Cash,"15,26,536.00",0,"15,87,732.50"
Transfer,"34,917.00",0,"16,22,649.50"
Commission,0,"3,24,529.90","12,98,119.60"
IMPS,0,"6,49,059.80","6,49,059.80"
Cheque,26.85,0,"6,49,086.65"
RTGS,0,"6,49,086.65",0
IMPS,7.6,0,7.6
NEFT,129.2,0,136.8
IMPS,"21,660.00",0,"21,796.80"
Cheque,0,"10,898.40","10,898.40"
IMPS,"2,753.40",0,"13,651.80"
ATM,0,"3,412.95","10,238.85"
Interest,"2,625.00",0,"12,863.85"
RTGS,41.4,0,"12,905.25"
IMPS,0,"1,433.92","11,471.33"
Miscellaneous,20.64,0,"11,491.97"
Miscellaneous,"1,72,459.00",0,"1,83,950.97"
Commission,0,"1,83,950.97",0
Commission,55.6,0,55.6
Cheque,0,5.56,50.04
Interest,233.15,0,283.19
Tax,0,141.6,141.6
Miscellaneous,848.88,0,990.48
Tax,0,990.48,0
Miscellaneous,"11,640.90",0,"11,640.90"
Transfer,"20,22,540.00",0,"20,34,180.90"
Commission,0,"4,06,836.18","16,27,344.72"
Reversal,"9,34,797.50",0,"25,62,142.22"
Cash,0,"3,20,267.78","22,41,874.44"
Cash,0,"22,41,874.44",0
ATM,953,0,953
ATM,0,136.14,816.86
ATM,0,116.69,700.17
Bill,"11,464.00",0,"12,164.17"
Transfer,0,"4,054.72","8,109.45"
Transfer,0,"1,621.89","6,487.56"
IMPS,"1,925.00",0,"8,412.56"
ATM,423.6,0,"8,836.16"
Bill,0,"2,945.39","5,890.77"
IMPS,0,"1,472.69","4,418.08"
Transfer,"13,59,750.00",0,"13,64,168.08"
Reversal,6.9,0,"13,64,174.98"
RTGS,0,"13,64,174.98",0
Transfer,2,0,2
IMPS,62,0,64
Transfer,"3,246.20",0,"3,310.20"
Interest,"14,68,566.80",0,"14,71,877.00"
NEFT,"27,495.82",0,"14,99,372.82"
Interest,"16,09,708.00",0,"31,09,080.82"
ATM,0,"6,21,816.16","24,87,264.66"
RTGS,12.5,0,"24,87,277.16"
Purchase,0,"6,21,819.29","18,65,457.87"
RTGS,61.2,0,"18,65,519.07"
Reversal,245.4,0,"18,65,764.47"
RTGS,35,0,"18,65,799.47"
RTGS,59.5,0,"18,65,858.97"
Debit Card,0,"2,66,551.28","15,99,307.69"
RTGS,0,"7,99,653.85","7,99,653.84"
RTGS,0,"7,99,653.84",0
Commission,63,0,63
Debit Card,0,7,56
ATM,0,8,48
Miscellaneous,"3,284.82",0,"3,332.82"
Bill,0,416.6,"2,916.22"
Debit Card,0,"1,458.11","1,458.11"
Purchase,0,243.02,"1,215.09"
IMPS,0,405.03,810.06
Transfer,"19,276.00",0,"20,086.06"
Commission,0,"6,695.35","13,390.71"
Purchase,0,"2,678.14","10,712.57"
Bill,"3,306.95",0,"14,019.52"
Purchase,0,"2,002.79","12,016.73"
Transfer,0,"2,403.35","9,613.38"
Bill,"71,642.00",0,"81,255.38"
Miscellaneous,60.1,0,"81,315.48"
Interest,83,0,"81,398.48"
Cash,0,"8,139.85","73,258.63"
Commission,0,"73,258.63",0
Transfer,"34,454.00",0,"34,454.00"
RTGS,0,"17,227.00","17,227.00"
Cheque,0,"1,914.11","15,312.89"
NEFT,"47,976.80",0,"63,289.69"
Bill,0,"31,644.85","31,644.84"
Interest,0,"3,164.48","28,480.36"
Miscellaneous,0,"28,480.36",0
Transfer,"13,246.00",0,"13,246.00"
Cheque,"19,607.80",0,"32,853.80"
Commission,0,"8,213.45","24,640.35"
Debit Card,0,"24,640.35",0
ATM,"1,951.00",0,"1,951.00"
Reversal,"12,814.00",0,"14,765.00"
Cheque,0,"3,691.25","11,073.75"
Interest,324,0,"11,397.75"
Tax,"7,840.60",0,"19,238.35"
Transfer,18,0,"19,256.35"
NEFT,0,"19,256.35",0
Cheque,"20,19,024.25",0,"20,19,024.25"
Cash,0,"3,36,504.04","16,82,520.21"
RTGS,0,"4,20,630.05","12,61,890.16"
Cheque,17.5,0,"12,61,907.66"
IMPS,0,"3,15,476.92","9,46,430.74"
ATM,336.6,0,"9,46,767.34"
Cheque,0,"1,57,794.56","7,88,972.78"
Tax,"3,259.00",0,"7,92,231.78"
Debit Card,"22,434.80",0,"8,14,666.58"
Cheque,"35,573.00",0,"8,50,239.58"
Cash,"4,036.00",0,"8,54,275.58"
ATM,"11,37,898.00",0,"19,92,173.58"
Tax,"3,786.00",0,"19,95,959.58"
Bill,5,0,"19,95,964.58"
Miscellaneous,0,"2,21,773.84","17,74,190.74"
NEFT,593.32,0,"17,74,784.06"
Interest,"1,60,164.00",0,"19,34,948.06"
Tax,45,0,"19,34,993.06"
Transfer,0,"3,86,998.61","15,47,994.45"
IMPS,0,"3,09,598.89","12,38,395.56"
Interest,186.08,0,"12,38,581.64"
Reversal,"1,58,137.00",0,"13,96,718.64"
Purchase,"4,240.00",0,"14,00,958.64"
Cash,"31,220.00",0,"14,32,178.64"
Bill,0,"3,58,044.66","10,74,133.98"
Transfer,"12,48,020.00",0,"23,22,153.98"
Tax,20.18,0,"23,22,174.16"
RTGS,"1,780.79",0,"23,23,954.95"
Reversal,"2,44,012.70",0,"25,67,967.65"
RTGS,"1,22,431.88",0,"26,90,399.53"
Transfer,217,0,"26,90,616.53"
Commission,"6,81,424.50",0,"33,72,041.03"
Tax,0,"3,74,671.23","29,97,369.80"
Transfer,0,"29,97,369.80",0
NEFT,"5,254.60",0,"5,254.60"
Reversal,0,"1,751.53","3,503.07"
Tax,9,0,"3,512.07"
Miscellaneous,"4,86,581.00",0,"4,90,093.07"
Interest,29.13,0,"4,90,122.20"
Cash,0,"70,017.46","4,20,104.74"
Debit Card,119.58,0,"4,20,224.32"
Miscellaneous,0,"2,10,112.16","2,10,112.16"
Interest,62,0,"2,10,174.16"
Debit Card,0,"21,017.42","1,89,156.74"
Miscellaneous,48,0,"1,89,204.74"
ATM,"4,00,875.00",0,"5,90,079.74"
NEFT,4.8,0,"5,90,084.54"
IMPS,27.8,0,"5,90,112.34"
RTGS,6.8,0,"5,90,119.14"
ATM,0,"65,568.79","5,24,550.35"
Cash,0,"52,455.04","4,72,095.32"
Cheque,"12,94,680.00",0,"17,66,775.32"
Interest,6,0,"17,66,781.32"
NEFT,7,0,"17,66,788.32"
Bill,"2,31,748.59",0,"19,98,536.91"
Transfer,0,"2,85,505.27","17,13,031.64"
IMPS,176,0,"17,13,207.64"
Bill,0,"5,71,069.21","11,42,138.43"
Tax,"11,67,799.80",0,"23,09,938.23"
Tax,0,"2,56,659.80","20,53,278.43"
Cash,0,"4,10,655.69","16,42,622.74"
RTGS,"29,818.90",0,"16,72,441.64"
Commission,0,"1,67,244.16","15,05,197.48"
Cheque,2.53,0,"15,05,200.01"
Tax,0,"2,15,028.57","12,90,171.44"
Debit Card,6.75,0,"12,90,178.19"
Cash,"1,24,119.72",0,"14,14,297.91"
NEFT,0,"3,53,574.48","10,60,723.43"
Purchase,3,0,"10,60,726.43"
Purchase,0,"1,06,072.64","9,54,653.79"
IMPS,0,"3,18,217.93","6,36,435.86"
Purchase,"3,445.70",0,"6,39,881.56"
Interest,51,0,"6,39,932.56"
Transfer,864.67,0,"6,40,797.23"
Bill,0,"91,542.46","5,49,254.77"
IMPS,182,0,"5,49,436.77"
Miscellaneous,755.39,0,"5,50,192.16"
NEFT,"18,959.00",0,"5,69,151.16"
Interest,"2,97,206.80",0,"8,66,357.96"
RTGS,0,"96,262.00","7,70,095.96"
Transfer,146.6,0,"7,70,242.56"
Bill,20,0,"7,70,262.56"
RTGS,0,"1,92,565.64","5,77,696.92"
Interest,0,"1,92,565.64","3,85,131.28"
Tax,7.82,0,"3,85,139.10"
Commission,"1,71,183.00",0,"5,56,322.10"
Transfer,0,"79,474.59","4,76,847.51"
IMPS,"2,919.00",0,"4,79,766.51"
Cheque,5.6,0,"4,79,772.11"
Commission,0,"1,19,943.03","3,59,829.08"
Bill,"28,371.20",0,"3,88,200.28"
Purchase,190,0,"3,88,390.28"
Cheque,0,"38,839.03","3,49,551.25"
Cash,0,"34,955.13","3,14,596.12"
Debit Card,0,"44,942.30","2,69,653.82"
Commission,6,0,"2,69,659.82"
Miscellaneous,0,"26,965.98","2,42,693.84"
Purchase,0,"34,670.55","2,08,023.29"
Tax,0,"2,08,023.29",0
Miscellaneous,96.5,0,96.5
Tax,47.46,0,143.96
Interest,0,28.79,115.17
Tax,0,14.4,100.77
Commission,897,0,997.77
Commission,"37,455.78",0,"38,453.55"
Miscellaneous,0,"3,845.36","34,608.20"
Interest,"25,557.40",0,"60,165.60"
Purchase,42.6,0,"60,208.20"
Cash,"20,67,553.25",0,"21,27,761.45"
Tax,0,"3,54,626.91","17,73,134.54"
Debit Card,0,"5,91,044.85","11,82,089.69"
RTGS,0,"11,82,089.69",0
Cheque,351.3,0,351.3
Tax,1,0,352.3
Cheque,0,117.43,234.87
Cheque,0,234.87,0
ATM,378,0,378
IMPS,0,54,324
RTGS,0.5,0,324.5
ATM,0,324.5,0
Purchase,108,0,108
NEFT,206.1,0,314.1
ATM,0,31.41,282.69
Tax,"16,19,869.50",0,"16,20,152.19"
Purchase,0,"5,40,050.73","10,80,101.46"
Transfer,"2,719.76",0,"10,82,821.22"
Interest,0,"2,70,705.31","8,12,115.92"
Interest,"14,571.40",0,"8,26,687.32"
Cheque,310,0,"8,26,997.32"
Reversal,0,"4,13,498.66","4,13,498.66"
Commission,"2,516.46",0,"4,16,015.12"
Bill,"20,070.80",0,"4,36,085.92"
Reversal,29.93,0,"4,36,115.85"
NEFT,0,"72,685.98","3,63,429.88"
RTGS,0,"1,21,143.29","2,42,286.59"
Miscellaneous,0,"40,381.10","2,01,905.49"
Miscellaneous,866.78,0,"2,02,772.27"
Tax,0,"2,02,772.27",0
Miscellaneous,"2,01,844.00",0,"2,01,844.00"
Cash,34.21,0,"2,01,878.21"
Cheque,461.62,0,"2,02,339.83"
Debit Card,6,0,"2,02,345.83"
Debit Card,"12,14,759.00",0,"14,17,104.83"
Transfer,"27,728.07",0,"14,44,832.90"
RTGS,"26,014.00",0,"14,70,846.90"
Cheque,0,"14,70,846.90",0
Miscellaneous,"13,35,929.75",0,"13,35,929.75"
Reversal,0,"1,66,991.22","11,68,938.53"
ATM,0,"1,46,117.32","10,22,821.21"
Purchase,322,0,"10,23,143.21"
Interest,0,"1,02,314.32","9,20,828.89"
IMPS,0,"2,30,207.22","6,90,621.67"
Purchase,4.9,0,"6,90,626.57"
Reversal,"6,75,444.00",0,"13,66,070.57"
ATM,5,0,"13,66,075.57"
Transfer,"26,075.84",0,"13,92,151.41"
Bill,0,"13,92,151.41",0
Miscellaneous,"2,213.00",0,"2,213.00"
Cash,0,316.14,"1,896.86"
Tax,340,0,"2,236.86"
Miscellaneous,178,0,"2,414.86"
Transfer,14,0,"2,428.86"
Purchase,0,242.89,"2,185.97"
Debit Card,0,546.49,"1,639.48"
Reversal,0,"1,639.48",0
Miscellaneous,48.8,0,48.8
RTGS,"24,234.00",0,"24,282.80"
Interest,0,"4,856.56","19,426.24"
Miscellaneous,1.1,0,"19,427.34"
Interest,230.74,0,"19,658.08"
Transfer,"1,453.77",0,"21,111.85"
Commission,3.2,0,"21,115.05"
Interest,0,"3,016.44","18,098.61"
IMPS,0,"18,098.61",0
Bill,"4,002.62",0,"4,002.62"
Miscellaneous,"20,94,172.50",0,"20,98,175.12"
Transfer,0,"5,24,543.78","15,73,631.34"
Bill,474.3,0,"15,74,105.64"
Interest,7.9,0,"15,74,113.54"
Commission,0,"7,87,056.77","7,87,056.77"
IMPS,58.37,0,"7,87,115.14"
NEFT,2.71,0,"7,87,117.85"
Tax,71.16,0,"7,87,189.01"
Purchase,40,0,"7,87,229.01"
Commission,0,"1,12,461.29","6,74,767.72"
ATM,0,"74,974.19","5,99,793.53"
Cash,0,"85,684.79","5,14,108.74"
Debit Card,0,"2,57,054.37","2,57,054.37"
Transfer,0,"2,57,054.37",0
Cheque,"29,164.86",0,"29,164.86"
Commission,0,"9,721.62","19,443.24"
ATM,0,"3,888.65","15,554.59"
NEFT,472.9,0,"16,027.49"
Bill,"17,699.00",0,"33,726.49"
Tax,0,"4,215.81","29,510.68"
ATM,0,"14,755.34","14,755.34"
IMPS,0,"2,951.07","11,804.27"
Cash,"1,84,061.62",0,"1,95,865.89"
Cash,"16,39,569.00",0,"18,35,434.89"
Miscellaneous,"16,19,166.00",0,"34,54,600.89"
Bill,146,0,"34,54,746.89"
Cheque,0,"4,31,843.36","30,22,903.53"
Purchase,19.6,0,"30,22,923.13"
Cash,0,"30,22,923.13",0
Debit Card,0.61,0,0.61
Transfer,277.57,0,278.18
Debit Card,10.32,0,288.5
Reversal,0,96.17,192.33
NEFT,"34,965.50",0,"35,157.83"
Miscellaneous,208.45,0,"35,366.28"
IMPS,0,"7,073.26","28,293.02"
Tax,0,"28,293.02",0
Cash,423.43,0,423.43
Debit Card,"1,38,907.00",0,"1,39,330.43"
Reversal,2,0,"1,39,332.43"
Cash,"2,873.52",0,"1,42,205.95"
Transfer,0,"71,102.98","71,102.98"
Debit Card,41,0,"71,143.98"
Purchase,0,"8,893.00","62,250.98"
Miscellaneous,0,"7,781.37","54,469.61"
Purchase,7.9,0,"54,477.51"
Cheque,0,"6,053.06","48,424.45"
Tax,"3,30,339.00",0,"3,78,763.45"
NEFT,131,0,"3,78,894.45"
Interest,0,"3,78,894.45",0
RTGS,"3,568.00",0,"3,568.00"
Reversal,0,396.44,"3,171.56"
Purchase,0,396.45,"2,775.12"
Debit Card,0,"2,775.12",0
Cash,85,0,85
Cheque,0,42.5,42.5
NEFT,0,14.17,28.33
Tax,106.3,0,134.63
NEFT,"16,31,632.00",0,"16,31,766.63"
Cash,0,"2,33,109.52","13,98,657.11"
Transfer,0,"6,99,328.56","6,99,328.56"
Miscellaneous,0,"77,703.17","6,21,625.39"
Cheque,0,"88,803.63","5,32,821.76"
Bill,"28,885.73",0,"5,61,707.49"
Tax,"6,83,276.50",0,"12,44,983.99"
Debit Card,"18,14,340.20",0,"30,59,324.19"
Transfer,0,"10,19,774.73","20,39,549.46"
Cash,0,"4,07,909.89","16,31,639.57"
Debit Card,0,"16,31,639.57",0
Debit Card,"9,625.60",0,"9,625.60"
Transfer,0,962.56,"8,663.04"
Debit Card,"3,547.00",0,"12,210.04"
Reversal,2.4,0,"12,212.44"
Transfer,"14,51,050.00",0,"14,63,262.44"
IMPS,"2,178.50",0,"14,65,440.94"
IMPS,0,"2,09,348.71","12,56,092.23"
Transfer,0.8,0,"12,56,093.03"
Miscellaneous,363.3,0,"12,56,456.33"
Interest,0,"1,57,057.04","10,99,399.29"
Reversal,0,"1,09,939.93","9,89,459.36"
RTGS,"76,679.06",0,"10,66,138.42"
ATM,"18,830.00",0,"10,84,968.42"
IMPS,0,"1,08,496.84","9,76,471.58"
Miscellaneous,61.1,0,"9,76,532.68"
Miscellaneous,0,"97,653.27","8,78,879.41"
Miscellaneous,0,"1,46,479.90","7,32,399.51"
Commission,"7,710.45",0,"7,40,109.96"
ATM,0,"1,05,729.99","6,34,379.97"
RTGS,336.6,0,"6,34,716.57"
Commission,0,"90,673.80","5,44,042.77"
ATM,15.49,0,"5,44,058.26"
IMPS,0,"1,81,352.75","3,62,705.51"
IMPS,0,"72,541.10","2,90,164.41"
Cheque,0,"36,270.55","2,53,893.86"
Cheque,"1,51,002.40",0,"4,04,896.26"
Tax,"2,32,752.80",0,"6,37,649.06"
Transfer,0.34,0,"6,37,649.40"
IMPS,0,"1,59,412.35","4,78,237.05"
IMPS,0,"1,59,412.35","3,18,824.70"
Tax,0,"35,424.97","2,83,399.73"
Cheque,0,"2,83,399.73",0
NEFT,"16,319.91",0,"16,319.91"
Bill,0,"4,079.98","12,239.93"
NEFT,"14,035.20",0,"26,275.13"
Purchase,728,0,"27,003.13"
Purchase,720,0,"27,723.13"
Bill,16.1,0,"27,739.23"
Purchase,0,"13,869.62","13,869.62"
NEFT,"28,810.69",0,"42,680.31"
Reversal,0,"4,268.03","38,412.28"
Commission,0,"9,603.07","28,809.21"
Cheque,0,"7,202.30","21,606.91"
Tax,"1,204.00",0,"22,810.91"
IMPS,0,"11,405.46","11,405.46"
Miscellaneous,0,"1,900.91","9,504.55"
Tax,0,"1,056.06","8,448.49"
Cheque,0,"2,112.12","6,336.37"
Bill,"16,65,227.25",0,"16,71,563.62"
IMPS,"2,709.70",0,"16,74,273.32"
Purchase,0,"16,74,273.32",0
IMPS,"14,78,630.00",0,"14,78,630.00"
Reversal,0,"3,69,657.50","11,08,972.50"
Purchase,0,"1,10,897.25","9,98,075.25"
Cheque,0,"1,10,897.25","8,87,178.00"
Debit Card,0,"98,575.33","7,88,602.67"
Cheque,0,"1,57,720.53","6,30,882.14"
Reversal,0,"1,05,147.02","5,25,735.12"
ATM,0,"52,573.51","4,73,161.61"
Interest,"34,236.50",0,"5,07,398.11"
Bill,103.8,0,"5,07,501.91"
Reversal,0,"2,53,750.96","2,53,750.96"
Miscellaneous,24,0,"2,53,774.96"
ATM,"2,918.00",0,"2,56,692.96"
Purchase,"28,918.36",0,"2,85,611.32"
Tax,0,"57,122.26","2,28,489.06"
Transfer,"20,38,500.75",0,"22,66,989.81"
ATM,341.04,0,"22,67,330.85"
IMPS,0,"5,66,832.71","17,00,498.14"
Interest,"11,48,588.00",0,"28,49,086.14"
Miscellaneous,0,"2,84,908.61","25,64,177.53"
IMPS,0,"5,12,835.51","20,51,342.02"
ATM,0,"5,12,835.51","15,38,506.52"
Cheque,3,0,"15,38,509.52"
Cheque,"4,18,475.00",0,"19,56,984.52"
Purchase,5.81,0,"19,56,990.33"
Reversal,0,"3,26,165.06","16,30,825.28"
Cheque,"14,416.53",0,"16,45,241.81"
Interest,1,0,"16,45,242.81"
Commission,0,"1,64,524.28","14,80,718.53"
Interest,3.4,0,"14,80,721.93"
Bill,0,"7,40,360.97","7,40,360.96"
Commission,"3,838.50",0,"7,44,199.46"
Purchase,"3,27,230.50",0,"10,71,429.96"
Purchase,0,"10,71,429.96",0
Cheque,33.3,0,33.3
IMPS,0,33.3,0
ATM,7.47,0,7.47
Reversal,0,0.93,6.54
ATM,2.08,0,8.62
Commission,"24,870.86",0,"24,879.48"
RTGS,0,"12,439.74","12,439.74"
Tax,2.5,0,"12,442.24"
NEFT,"1,85,425.75",0,"1,97,867.99"
Transfer,48.3,0,"1,97,916.29"
NEFT,0,"21,990.70","1,75,925.59"
Interest,0,"29,320.93","1,46,604.66"
Miscellaneous,0,"73,302.33","73,302.33"
Cheque,0,"14,660.47","58,641.86"
Tax,"16,08,810.00",0,"16,67,451.86"
Cheque,0,"1,85,272.43","14,82,179.43"
Cash,"5,518.06",0,"14,87,697.49"
NEFT,"16,00,912.00",0,"30,88,609.49"
Transfer,0,"3,08,860.95","27,79,748.54"
Tax,0,"3,08,860.95","24,70,887.59"
ATM,"17,585.70",0,"24,88,473.29"
Purchase,0,"8,29,491.10","16,58,982.19"
Reversal,0,"8,29,491.10","8,29,491.10"
Tax,"1,43,851.03",0,"9,73,342.13"
Cash,20.59,0,"9,73,362.72"
Reversal,389.79,0,"9,73,752.51"
Commission,0,"3,24,584.17","6,49,168.34"
Debit Card,115.5,0,"6,49,283.84"
Purchase,"12,23,461.00",0,"18,72,744.84"
Commission,0,"6,24,248.28","12,48,496.56"
Miscellaneous,49,0,"12,48,545.56"
Bill,0,"1,78,363.65","10,70,181.91"
Purchase,0,"1,18,909.10","9,51,272.81"
Reversal,0,"1,35,896.12","8,15,376.69"
ATM,0,"1,35,896.12","6,79,480.58"
Debit Card,0,"1,13,246.76","5,66,233.82"
Reversal,4,0,"5,66,237.82"
Cash,0,"2,83,118.91","2,83,118.91"
Cheque,"1,47,052.50",0,"4,30,171.41"
IMPS,0,"1,07,542.85","3,22,628.56"
NEFT,40.1,0,"3,22,668.66"
Purchase,0,"40,333.58","2,82,335.08"
Miscellaneous,0.66,0,"2,82,335.74"
Bill,347.3,0,"2,82,683.04"
ATM,0,"28,268.30","2,54,414.74"
ATM,374,0,"2,54,788.74"
Tax,0,"25,478.87","2,29,309.87"
Bill,0,"38,218.31","1,91,091.56"
IMPS,0,"21,232.40","1,69,859.16"
NEFT,0,"33,971.83","1,35,887.33"
Cheque,0,"33,971.83","1,01,915.50"
Miscellaneous,506.7,0,"1,02,422.20"
Transfer,"20,409.00",0,"1,22,831.20"
IMPS,59.7,0,"1,22,890.90"
Cash,0,"20,481.82","1,02,409.08"
IMPS,0,"11,378.79","91,030.29"
Interest,7.73,0,"91,038.02"
Miscellaneous,0,"22,759.51","68,278.52"
Reversal,0,"34,139.26","34,139.26"
Bill,"2,50,738.00",0,"2,84,877.26"
Commission,"12,14,205.00",0,"14,99,082.26"
NEFT,0,"2,14,154.61","12,84,927.65"
ATM,"8,779.73",0,"12,93,707.38"
Interest,"13,10,678.25",0,"26,04,385.63"
Tax,38.39,0,"26,04,424.02"
Purchase,0,"4,34,070.67","21,70,353.35"
Miscellaneous,0,"5,42,588.34","16,27,765.01"
Bill,21.8,0,"16,27,786.81"
RTGS,61.4,0,"16,27,848.21"
Purchase,0,"2,03,481.03","14,24,367.18"
ATM,0,"2,03,481.03","12,20,886.15"
NEFT,9.22,0,"12,20,895.37"
Tax,0,"1,74,413.62","10,46,481.75"
NEFT,0,"5,23,240.88","5,23,240.88"
Cheque,0,"1,74,413.63","3,48,827.25"
Reversal,"5,041.49",0,"3,53,868.74"
ATM,6.31,0,"3,53,875.05"
Debit Card,0,"70,775.01","2,83,100.04"
Reversal,3.8,0,"2,83,103.84"
Tax,"1,40,066.00",0,"4,23,169.84"
IMPS,"12,628.80",0,"4,35,798.64"
Interest,0,"62,256.95","3,73,541.69"
ATM,3,0,"3,73,544.69"
Commission,0,"53,363.53","3,20,181.16"
ATM,0,"80,045.29","2,40,135.87"
Debit Card,0,"34,305.12","2,05,830.75"
Reversal,0,"20,583.08","1,85,247.68"
